ID,RA,DEC
"iDR3.SPLUS-s29s44.009421",73.06060239400423,-37.9919065152491
"iDR3.STRIPE82-0132.019737",332.36516896581617,0.37599450288309955
"iDR3.HYDRA-0164.009082",159.41836338488045,-47.90958735478752
"iDR3.HYDRA-0102.075028",163.37295902057727,-35.6370885272387
"iDR3.HYDRA-0132.016844",157.36825067508548,-42.35432860172816
"iDR3.STRIPE82-0108.068402",315.27038588838445,1.265613970234888
"iDR3.HYDRA-0103.030718",149.7618112507842,-37.99229277590795
"iDR3.HYDRA-0058.054637",164.34141445315473,-29.28238239747756
"iDR3.SPLUS-s28s35.043927",57.5003098460388,-35.519698395226584
"iDR3.HYDRA-D-0001.048636",157.41203038598908,-34.80732452435069
"iDR3.HYDRA-0162.055621",155.29918110117555,-47.552547726556845
"iDR3.HYDRA-0069.032811",151.71131614840397,-32.41251728046461
"iDR3.SPLUS-s31s44.000001",315.19173400434465,-40.84660194203089
"iDR3.SPLUS-n16s17.029996",174.45820819375535,-20.1269725960127
"iDR3.HYDRA-D-0003.053639",157.40586748371354,-36.11017334392303
"iDR3.STRIPE82-0119.064458",323.85666272973185,-0.31861735573711725
"iDR3.SPLUS-n19s01.000682",165.5741843821793,-24.945324779862712
"iDR3.SPLUS-s22s24.018633",320.9622015584057,-28.51448782520718
"iDR3.SPLUS-s17s30.014841",327.3723686059991,-21.949090934407824
"iDR3.SPLUS-s17s23.018737",317.2065219317209,-21.944508345114297
"iDR3.HYDRA-0099.062792",159.10437619393088,-35.99111679823401
"iDR3.STRIPE82-0023.000202",15.576103042117891,-1.3737349639868217
"iDR3.HYDRA-D-0001.000002",157.57346048368717,-35.34552227739589
"iDR3.HYDRA-0137.148998",150.1812178573038,-42.47799244012098
"iDR3.HYDRA-0148.040784",158.33873911069662,-44.810815108805805
"iDR3.SPLUS-s21s22.041739",318.42540268782403,-26.497227450489703
"iDR3.SPLUS-n12s35.014673",199.6383984853757,-15.213208704360865
"iDR3.HYDRA-0072.009419",158.42768010902918,-32.72912328849959
