Field,ID,RA,DEC,FWHM,ISOarea,KRON_RADIUS,nDet_magPStotal,PhotoFlagDet,R_PStotal,F660_PStotal,I_PStotal
H,"iDR3.HYDRA-0102.075028",163.37295902057727,-35.6370885272387,2.3156111,45,1.82,9.0,2,18.868397,18.347115,19.249493
H,"iDR3.HYDRA-0132.016844",157.36825067508548,-42.35432860172816,5.0097513,40,2.9171724,12.0,2,20.126347,18.843264,20.719439
S,"iDR3.STRIPE82-0108.068402",315.27038588838445,1.265613970234888,4.804822,19,3.9627874,11.0,0,19.364998,18.643415,20.01765
S,"iDR3.SPLUS-n02s27.028962",186.55515575396555,-1.3050604270173294,6.5369034,417,6.8211136,12.0,3,18.537611,16.982473,19.096718
H,"iDR3.HYDRA-0103.030718",149.7618112507842,-37.99229277590795,2.927684,30,2.86535,10.0,0,18.427343,18.22019,19.822205
S,"iDR3.SPLUS-n01s26.012257",185.1262278328599,-0.4489898505732815,6.960943,26,6.8909535,12.0,3,20.2881,18.93195,20.741571
S,"iDR3.SPLUS-n12s33.033744",195.85333719778333,-14.768012017147683,3.3639102,138,4.640215,12.0,3,18.991581,17.193714,19.597466
H,"iDR3.HYDRA-0058.054637",164.34141445315473,-29.28238239747756,1.8603243,412,0.0,12.0,3,16.961401,16.808567,18.304214
S,"iDR3.SPLUS-s28s35.043927",57.5003098460388,-35.519698395226584,3.5553887,27,4.2262955,12.0,0,19.04679,18.540539,19.733932
H,"iDR3.HYDRA-D-0001.048636",157.41203038598908,-34.80732452435069,2.1386948,125,2.9425435,12.0,3,17.391844,17.324194,19.262957
H,"iDR3.HYDRA-0162.055621",155.29918110117555,-47.552547726556845,6.113979,33,4.5439386,12.0,3,19.5237,18.066525,20.330835
S,"iDR3.SPLUS-s33s06.005631",9.3334998428977,-43.28679289061124,6.3242135,17,4.332612,12.0,0,20.009823,18.152328,20.89558
H,"iDR3.HYDRA-0021.074177",151.0744995610249,-24.57100113320295,4.503039,46,2.1327283,10.0,0,18.273508,17.462822,19.112164
H,"iDR3.HYDRA-0069.032811",151.71131614840397,-32.41251728046461,3.1235285,1094,2.6128113,12.0,2,13.340711,12.934428,15.979555
S,"iDR3.SPLUS-s31s44.000001",315.19173400434465,-40.84660194203089,6.46468,102,4.2013216,9.0,0,19.312408,17.034546,19.899925
S,"iDR3.SPLUS-n16s17.029996",174.45820819375535,-20.1269725960127,2.751398,24,4.0770693,12.0,0,18.900557,18.25409,19.217129
H,"iDR3.HYDRA-D-0003.053639",157.40586748371354,-36.11017334392303,2.3187153,246,3.023653,11.0,2,16.263512,16.225204,20.747055
S,"iDR3.STRIPE82-0119.064458",323.85666272973185,-0.31861735573711725,6.785734,66,3.9013157,12.0,3,19.584953,18.525383,20.037392
S,"iDR3.SPLUS-n19s01.000682",165.5741843821793,-24.945324779862712,5.1228533,12,4.1682987,12.0,3,20.192636,18.96909,20.678684
S,"iDR3.SPLUS-s22s24.018633",320.9622015584057,-28.51448782520718,4.4427752,83,4.1437154,12.0,2,18.24944,17.181458,19.281132
S,"iDR3.SPLUS-s17s30.014841",327.3723686059991,-21.949090934407824,3.0711234,21,4.3845425,11.0,0,19.678318,18.17249,20.278912
S,"iDR3.SPLUS-s17s23.018737",317.2065219317209,-21.944508345114297,4.3877316,329,4.6247354,12.0,3,17.507875,16.862028,18.490719
H,"iDR3.HYDRA-0099.062792",159.10437619393088,-35.99111679823401,5.4964933,75,3.594205,12.0,2,18.110397,17.423891,18.759506
S,"iDR3.STRIPE82-0023.000202",15.576103042117891,-1.3737349639868217,4.6966667,56,2.3586364,8.0,2,18.810024,18.355103,19.39244
H,"iDR3.HYDRA-D-0001.000002",157.57346048368717,-35.34552227739589,3.1415033,33,2.034218,11.0,0,19.14329,18.279373,19.81524
H,"iDR3.HYDRA-0137.148998",150.1812178573038,-42.47799244012098,2.1566205,20,1.82,7.0,0,18.663582,18.551575,20.088959
S,"iDR3.SPLUS-n12s33.007825",196.84091911204848,-15.407643116570899,3.1253655,30,2.5019712,12.0,0,18.96418,18.208643,19.32773
H,"iDR3.HYDRA-0148.040784",158.33873911069662,-44.810815108805805,4.409065,9,2.5116131,12.0,0,20.483185,19.930758,20.919573
S,"iDR3.SPLUS-s21s22.041739",318.42540268782403,-26.497227450489703,4.4697824,85,3.5208843,12.0,2,17.545101,16.758213,18.17821
S,"iDR3.SPLUS-n12s27.041703",187.152690295965,-14.574987744714058,2.9084368,7,2.4010422,11.0,0,20.473948,19.538952,20.81075
S,"iDR3.SPLUS-n12s35.014673",199.6383984853757,-15.213208704360865,3.053206,33,4.1536355,12.0,3,18.483492,17.527447,19.712074
H,"iDR3.HYDRA-0072.009419",158.42768010902918,-32.72912328849959,5.9979057,21,1.82,11.0,0,20.161364,19.521751,20.676006
S,"iDR3.SPLUS-n10s38.064523",201.4528190508685,-11.610542402646047,3.4219198,85,4.1361403,12.0,2,18.122738,16.192226,18.949883
