Field,ID,RA,DEC,FWHM,ISOarea,KRON_RADIUS,nDet_magPStotal,PhotoFlagDet,U_PStotal,F378_PStotal,F395_PStotal,F410_PStotal,F430_PStotal,G_PStotal,F515_PStotal,R_PStotal,F660_PStotal,I_PStotal,F861_PStotal,Z_PStotal,e_U_PStotal,e_F378_PStotal,e_F395_PStotal,e_F410_PStotal,e_F430_PStotal,e_G_PStotal,e_F515_PStotal,e_R_PStotal,e_F660_PStotal,e_I_PStotal,e_F861_PStotal,e_Z_PStotal
S,"iDR3.SPLUS-s24s14.005974",19.60660774712286,-31.399353927533895,6.4563856,14,5.5106015,12.0,3,20.853016,20.118729,20.537075,22.20541,20.213936,20.5771,19.525116,20.393734,19.498718,20.761496,20.620983,20.282427,0.10769032,0.101516694,0.25850275,1.337883,0.23428491,0.1543579,0.11394169,0.109243944,0.061126128,0.17580561,0.33231068,0.19077292
S,"iDR3.SPLUS-n03s21.047367",177.88896201644386,-2.3727022231183543,3.3682604,541,3.876519,12.0,3,17.976166,17.579065,17.483763,17.920898,17.612103,16.945244,17.197187,17.316862,15.446701,18.08395,18.168509,18.04581,0.017440746,0.02025154,0.026569473,0.029576443,0.023820335,0.006927555,0.01637375,0.0075007123,0.0034024627,0.013561992,0.030943805,0.021005686
S,"iDR3.SPLUS-s22s15.027108",21.455380574897077,-28.162097768619763,3.0574543,13,5.89639,12.0,0,21.010876,20.716743,20.58421,20.463673,20.683805,20.770409,20.453995,20.392492,19.064775,20.935595,19.954151,20.59472,0.16517885,0.20710552,0.3140551,0.22963496,0.2697284,0.098814934,0.1727021,0.06944487,0.028120985,0.17432962,0.16119917,0.25189894
S,"iDR3.SPLUS-s27s43.019109",68.59301627996459,-35.02425304000783,4.2777724,16,6.4702754,12.0,0,22.081917,21.785686,21.850681,21.895899,21.144697,21.417202,21.40406,20.495941,19.91256,20.89875,20.047764,20.137182,0.3811196,0.54610354,1.0287541,1.0267614,0.49840683,0.23021145,0.47211546,0.08999123,0.062977046,0.15199263,0.1555457,0.13724425
S,"iDR3.STRIPE82-0117.000340",321.7023103334203,-1.3712765862513248,4.484475,28,1.82,12.0,0,24.658405,20.744799,20.357595,21.475487,20.658981,20.122135,20.187172,20.003809,17.705822,20.582458,21.082788,20.202694,4.822654,0.22284335,0.23663342,0.5255085,0.23152915,0.048168473,0.13157997,0.052439865,0.010739116,0.106417395,0.41717118,0.13703208
H,"iDR3.HYDRA-D-0003.023388",157.4099439878381,-36.465602795184395,2.5266755,342,2.9641695,11.0,3,21.258724,21.082325,19.987732,19.690863,19.370834,99.0,18.24169,17.103912,16.846928,19.640831,15.944849,15.896296,0.11191402,0.15766737,0.10080436,0.074356474,0.04983889,23.342146,0.017284697,0.0037322205,0.0037523217,0.028080516,0.0038866722,0.0029093195
S,"iDR3.STRIPE82-0095.009756",306.7826580607502,-1.2428284291642158,3.480765,14,3.8938715,11.0,0,22.61995,20.500553,19.783558,21.624283,21.19487,19.441307,20.788303,19.139175,18.734531,20.00452,99.0,21.936165,1.0582548,0.25274315,0.180146,0.84567475,0.5102771,0.047237266,0.3149302,0.035292055,0.017105857,0.10648992,20.579802,0.98320496
S,"iDR3.STRIPE82-0160.001431",351.3306080429088,0.02582069257870232,3.7481322,852,2.8812387,12.0,2,15.490549,15.231191,14.5884075,14.160978,14.814115,13.975252,13.788033,13.650569,13.0615015,13.978353,13.231182,13.6784935,0.0044676033,0.0055415784,0.0069332384,0.0041765873,0.005376665,0.0015008908,0.0028148121,0.0012195106,0.0011409686,0.0014664872,0.0018039962,0.0015257383
S,"iDR3.SPLUS-s13s46.028473",348.08138382562527,-16.292385542490308,3.5321977,13,3.6771545,12.0,0,21.79676,23.155296,22.557049,22.099022,21.154623,21.475319,20.722391,20.260952,19.359077,20.646088,18.83131,20.074284,0.2527526,1.2740514,1.3083442,0.66288257,0.28825727,0.12317907,0.15290958,0.047182966,0.033725094,0.09235774,0.045262154,0.11225539
S,"iDR3.SPLUS-s26s15.039481",22.94171261222068,-33.123013348958494,3.7934444,13,8.561,12.0,2,21.43155,19.84855,21.881884,20.074715,21.024223,20.706749,20.30738,20.116938,18.730185,20.97953,20.943945,20.88926,0.36688384,0.23665448,1.1933511,0.33975008,0.44257218,0.13002944,0.18002424,0.06941795,0.030174786,0.19120653,0.40690926,0.32488033
S,"iDR3.SPLUS-n03n01.044529",151.494198874988,2.98683485363518,4.1115522,36,3.7445848,12.0,0,19.64571,19.290737,19.205978,18.735363,18.820007,18.930277,18.364834,18.601645,18.067333,19.140133,17.995445,20.994394,0.048922587,0.061364118,0.09057862,0.058979455,0.05760738,0.0227161,0.031050006,0.018139694,0.017594116,0.034240823,0.02900131,0.3162442
S,"iDR3.SPLUS-s28s38.000046",61.28870521582715,-36.90349995111767,2.051836,21,3.9837334,9.0,0,99.0,99.0,99.0,21.489384,20.811354,20.618118,22.86214,19.473717,18.806955,20.33697,18.152,18.060032,22.45485,21.817858,21.192102,0.5294415,0.2759603,0.0736195,1.2784039,0.02943869,0.020965673,0.08817384,0.032073304,0.02436112
S,"iDR3.SPLUS-s28s35.043927",57.5003098460388,-35.519698395226584,3.5553887,27,4.2262955,12.0,0,20.517385,20.487,20.500864,19.320366,19.474598,19.565985,18.938461,19.04679,18.540539,19.733932,18.293356,18.558088,0.1052867,0.16768326,0.34020686,0.089561604,0.09792834,0.036904946,0.07892799,0.022683972,0.029050622,0.07104829,0.034974676,0.049058806
S,"iDR3.SPLUS-s28s32.009762",52.535928707904795,-36.704388474125,4.0319905,55,1.82,12.0,0,17.635246,17.238098,17.136763,16.618385,16.525307,16.607609,15.981287,18.160381,15.811881,18.928667,15.647541,20.946205,0.01394061,0.015779275,0.021060333,0.014272189,0.013457293,0.006269785,0.00823999,0.013481561,0.0040408103,0.027932134,0.0056763696,0.2796458
S,"iDR3.SPLUS-s24s15.028978",21.359334752178796,-30.742435844021443,3.555199,26,4.481327,12.0,0,20.298223,20.434135,19.99709,19.887428,20.076208,20.170212,19.92353,19.569538,18.461197,20.035675,19.00496,19.467344,0.09915147,0.17082572,0.18419784,0.15880111,0.19233376,0.07557617,0.12509376,0.03629139,0.017652337,0.061790355,0.053100504,0.063783534
S,"iDR3.SPLUS-n05s03.014260",153.43574708010368,-5.843879434448935,4.136094,122,3.121953,12.0,2,19.536465,19.232525,18.799372,18.012043,17.688736,16.986843,16.86167,16.487488,15.928144,17.586796,15.541466,19.000557,0.03896721,0.05082269,0.05599287,0.030179938,0.02414975,0.006870322,0.012390009,0.004768831,0.004061873,0.009226216,0.005176902,0.043033995
H,"iDR3.HYDRA-0137.029733",149.10095208487328,-43.64294973842349,3.7327921,586,2.7797425,12.0,2,15.46542,19.21276,15.090447,20.542196,14.431361,25.811996,24.39564,13.830495,13.520803,17.137306,13.366516,13.332558,0.0044542956,0.073285736,0.0071321437,0.33271968,0.004228086,14.557058,8.960469,0.0012537668,0.0013048309,0.0078339465,0.0018114914,0.0012620267
S,"iDR3.SPLUS-s35s45.004701",324.17263982387533,-45.94398173486011,3.6068668,15,3.670386,12.0,0,20.793388,20.638323,20.718256,20.528969,20.64746,20.662174,20.72902,20.083755,19.456068,20.572334,19.850874,19.854212,0.10465911,0.13593918,0.23739357,0.18281849,0.21210077,0.07627203,0.1885564,0.05211198,0.036237326,0.1184015,0.17680195,0.23021866
S,"iDR3.SPLUS-s29s36.034085",59.690802565282205,-37.28245753340851,3.2607732,20,3.9724617,12.0,0,20.833038,20.621168,21.204372,21.404697,20.84829,20.830215,20.386427,19.76236,17.853773,20.850153,18.771938,19.637962,0.14107876,0.2201383,0.51278496,0.5459101,0.31572416,0.09765287,0.1569435,0.040482465,0.0116633,0.14230374,0.050678622,0.08907323
H,"iDR3.HYDRA-0155.011583",157.86514050392827,-46.525508474788936,4.667578,12,5.1541076,11.0,0,20.987907,22.157707,99.0,20.583557,20.202793,21.291756,20.098896,20.143373,19.68286,20.709927,19.230488,21.921131,0.23155136,0.9468196,20.981077,0.30052146,0.19733335,0.16848804,0.13921207,0.06666941,0.05173763,0.137062,0.069581255,0.73327214
H,"iDR3.HYDRA-0069.072773",152.77837940084646,-31.490207222019478,3.8123047,61,3.0728838,10.0,0,18.536839,23.237614,99.0,99.0,19.860126,23.574158,17.817978,19.29166,15.901106,20.063118,19.365685,16.0183,0.02220548,1.9460567,21.05299,21.29157,0.13264528,0.97546786,0.022134116,0.025676234,0.0040636077,0.07515212,0.092382096,0.005588765
H,"iDR3.HYDRA-0064.058790",159.30148712477805,-30.104959715534267,4.479651,101,3.4859502,12.0,2,18.271023,20.892437,18.4498,17.22876,17.151484,19.73061,16.606472,16.906168,16.258482,18.200993,16.07969,16.171528,0.019323854,0.25081012,0.05940542,0.021243135,0.018962303,0.036661677,0.011408763,0.005883445,0.0054312735,0.016656298,0.008484444,0.0064885514
H,"iDR3.HYDRA-0138.057868",152.3388977321178,-43.32801654411058,3.5998287,17,6.9662757,12.0,2,20.469559,19.467121,19.765121,19.966694,20.828384,19.729053,18.802263,19.811907,18.335978,20.418453,20.787281,20.243908,0.27615544,0.14182225,0.25063393,0.28099337,0.56258905,0.084947206,0.071373776,0.070989214,0.024723092,0.13255097,0.338526,0.18361518
H,"iDR3.HYDRA-0025.013889",158.17960341113331,-25.702720230940297,3.3789115,19,3.889422,11.0,0,22.780354,22.10537,99.0,23.112278,20.662024,20.455666,20.476273,19.86266,18.730268,20.999619,17.886433,22.23979,0.48437142,0.49134305,21.446346,1.8280478,0.20770139,0.05852941,0.1364982,0.034577724,0.01793774,0.11224154,0.019621512,0.65710956
S,"iDR3.SPLUS-n16s17.029996",174.45820819375535,-20.1269725960127,2.751398,24,4.0770693,12.0,0,19.066475,18.98397,19.051802,18.968483,19.083027,18.943396,18.888792,18.900557,18.25409,19.217129,19.151272,19.227955,0.039288852,0.06040429,0.10631155,0.09941511,0.09944804,0.03749708,0.069017604,0.028884623,0.019647844,0.042096186,0.089632586,0.066245824
S,"iDR3.SPLUS-n16s13.042516",168.6611940544709,-20.00796068732735,5.071042,16,7.668338,11.0,3,21.678898,22.285208,20.947262,99.0,21.54473,20.978592,21.231052,20.571497,20.055143,20.86893,20.232517,20.330893,0.26035276,0.7264481,0.35250986,21.398346,0.497519,0.10871975,0.2894248,0.0750107,0.052699648,0.13261643,0.15476748,0.15246059
H,"iDR3.HYDRA-0057.003463",163.85685963775933,-30.106871587251252,4.5166283,70,3.466374,12.0,2,21.315779,20.825407,20.25591,19.524118,19.42736,19.491371,18.82917,18.754704,18.150753,19.145103,17.876112,20.08881,0.13562572,0.14155968,0.14662036,0.06370722,0.05626379,0.022097774,0.030186726,0.012779489,0.009748023,0.023274895,0.016247332,0.09458516
S,"iDR3.SPLUS-n19s01.000682",165.5741843821793,-24.945324779862712,5.1228533,12,4.1682987,12.0,3,20.780718,20.08523,20.14396,20.760416,20.503307,20.412252,19.29206,20.192636,18.96909,20.678684,20.21669,20.502975,0.15943073,0.16241843,0.24661377,0.38655323,0.30998337,0.090727404,0.08305438,0.067306556,0.02823951,0.1579833,0.20228109,0.25865495
S,"iDR3.SPLUS-s24s69.010693",348.23866129473436,-31.34911035441254,4.776338,47,4.2126875,12.0,2,19.523407,19.13993,18.935467,18.50455,18.461588,18.809898,17.873669,18.49868,17.657677,19.667286,17.516579,20.739656,0.039931796,0.046729438,0.06528467,0.04376869,0.042604942,0.019670727,0.022448726,0.014752181,0.010564775,0.044359725,0.018060412,0.2076258
H,"iDR3.HYDRA-D-0001.006234",159.0274738218744,-35.31470268129857,4.173238,2760,2.0380635,12.0,6,16.199865,15.825176,15.394166,14.514762,14.045746,13.195835,12.975697,12.121487,11.968616,15.326237,11.490263,11.413824,0.0032794613,0.003914395,0.004547937,0.002572314,0.001991156,5.9755775E-4,0.0010318687,3.2380506E-4,3.584764E-4,0.001548802,4.3440287E-4,3.0307018E-4
S,"iDR3.SPLUS-s22s24.018633",320.9622015584057,-28.51448782520718,4.4427752,83,4.1437154,12.0,2,18.684956,18.366741,18.333475,17.801582,17.789557,18.298618,17.42089,18.24944,17.181458,19.281132,16.926636,19.18911,0.025191106,0.031757593,0.04195703,0.027979212,0.027062008,0.01451219,0.018433947,0.012455754,0.007701137,0.03437941,0.01235358,0.05928373
H,"iDR3.HYDRA-0071.021858",156.77080504158823,-32.560112159833395,2.639208,14,1.9309353,10.0,0,22.47082,22.234852,99.0,99.0,22.09652,21.381474,21.132818,19.918118,19.341667,20.212978,18.566132,22.05788,0.40842775,0.7427207,21.384706,21.517895,0.75060356,0.12668012,0.2452082,0.037573006,0.028798074,0.06172006,0.036021635,0.6277081
S,"iDR3.SPLUS-n17s01.032374",150.78584556846346,-21.440884622598723,4.489175,39,4.4422174,12.0,0,19.778646,19.420237,19.36433,19.517569,19.386444,19.12798,18.059368,19.162209,17.679432,19.664293,19.91935,19.784775,0.060758505,0.07085703,0.12821111,0.13024469,0.11417063,0.038914327,0.035685077,0.03792092,0.015223997,0.06396691,0.15515032,0.103644684
S,"iDR3.SPLUS-n13s32.041673",193.96621629887355,-15.988729866184018,2.9180717,9,5.606752,12.0,0,21.72804,21.11202,21.217457,21.416178,22.425703,21.372452,21.06598,20.648361,20.134802,20.981865,20.369701,20.630505,0.3702438,0.2913927,0.50102234,0.52839565,1.2884104,0.1653378,0.301859,0.081252374,0.07674388,0.14654924,0.20101207,0.20701282
S,"iDR3.SPLUS-n03s27.019933",186.81823624008837,-2.929951922575227,3.0008855,49,3.4319563,12.0,2,19.308899,19.085117,18.959623,18.346344,18.201145,17.976746,17.623055,18.32176,17.244205,19.740383,17.073507,21.061127,0.036993723,0.06445515,0.06846438,0.040223848,0.035156924,0.012673847,0.019906087,0.013254003,0.008619402,0.046299394,0.013179543,0.27464765
H,"iDR3.HYDRA-0155.100981",157.83910402368363,-45.64787657223866,6.404814,37,3.7876039,12.0,3,20.09721,19.745834,19.51984,19.09446,19.016043,19.10617,18.15144,18.32241,17.665272,18.998108,17.146551,20.561008,0.11082996,0.118613675,0.13433291,0.08575258,0.07401612,0.028667992,0.031645197,0.016640812,0.012432802,0.031389635,0.014206828,0.20805693
S,"iDR3.SPLUS-s21s22.042879",318.4259223199058,-26.523973932156988,3.7945862,17,2.7709556,11.0,0,20.711897,20.630432,21.969128,20.238,19.60227,19.952736,19.215908,19.763351,19.121445,20.23338,18.887688,99.0,0.1558008,0.2521345,1.5323725,0.24151498,0.12109676,0.052803908,0.074439175,0.048592363,0.03133436,0.110828795,0.059901163,21.174604
S,"iDR3.SPLUS-s30s41.034491",68.10072582475581,-38.6335461956776,2.2203786,16,5.177378,12.0,0,21.366837,21.390762,20.789883,21.716263,20.918201,20.758924,20.325039,20.089348,18.527515,20.601849,19.20386,19.799265,0.17634253,0.3091763,0.3090907,0.62392765,0.2898572,0.08189606,0.12897712,0.045783103,0.016685756,0.109610185,0.078471944,0.11034455
H,"iDR3.HYDRA-0112.025956",149.15783754849198,-39.50576440346268,3.0832605,446,3.0400286,12.0,3,16.104568,18.107056,15.554955,16.21958,14.955991,26.836575,15.320494,14.469095,14.327016,17.572014,14.058656,13.970299,0.006225719,0.029637577,0.009574903,0.011477955,0.0056472523,21.63455,0.0059346184,0.0017647179,0.0020179334,0.0105674965,0.0026218132,0.0018635085
H,"iDR3.HYDRA-0073.071195",158.42009007951165,-31.74543771286902,4.7649474,50,4.7691374,12.0,3,19.987843,19.331717,19.545008,19.600948,19.884466,19.104942,18.049364,19.179161,17.748215,19.584959,19.589144,19.528162,0.060268413,0.05812701,0.104747474,0.10625047,0.13066962,0.028642582,0.02661594,0.025309034,0.011392695,0.040404376,0.081319004,0.0628205
S,"iDR3.SPLUS-s31s44.000001",315.19173400434465,-40.84660194203089,6.46468,102,4.2013216,9.0,0,99.0,99.0,99.0,18.725357,20.784266,18.518223,23.41105,19.312408,17.034546,19.899925,16.569221,16.590487,22.851622,22.41525,21.747568,0.034217045,0.16117875,0.016173692,1.5087172,0.023602044,0.005975601,0.054561444,0.011936249,0.014666236
H,"iDR3.HYDRA-0047.074822",162.59373072652033,-27.368107736260534,3.3177302,84,3.0745206,12.0,2,20.830965,19.95288,18.671288,19.204418,18.546219,18.45575,17.49747,18.066,17.392097,19.009293,18.523563,17.872566,0.097207546,0.07359346,0.045827042,0.06180235,0.03723316,0.014046144,0.016454676,0.010647538,0.008364421,0.02506329,0.03693692,0.017573563
H,"iDR3.HYDRA-0061.079386",153.93283834106816,-30.109797573552832,1.9420497,35,2.4002545,8.0,0,99.0,99.0,99.0,99.0,20.053802,21.621386,18.456642,17.629055,16.975573,18.171074,17.985619,16.36186,22.330841,21.64373,21.122072,21.318121,0.14050452,0.1630962,0.033299815,0.00828834,0.0069534755,0.013551145,0.025902858,0.0062093046
S,"iDR3.SPLUS-n14s04.035800",153.84169340720192,-17.446367703037293,4.5210743,20,4.262207,12.0,0,21.086037,21.574007,21.413942,20.70186,20.624014,20.594759,20.73611,20.240246,18.975039,20.688694,19.337893,20.048157,0.16335675,0.41239086,0.5958867,0.29124138,0.26294574,0.07719357,0.21467677,0.054927334,0.024769876,0.113563426,0.073066816,0.11675274
S,"iDR3.SPLUS-n12s05.039980",156.56877012813362,-14.471605357669109,4.7813897,13,3.8537037,10.0,0,22.156128,20.73783,22.45517,99.0,20.58254,21.04058,99.0,20.510265,20.013226,20.77848,20.263351,20.27557,0.7286815,0.3243353,2.7583377,20.768318,0.48008448,0.21468945,21.12133,0.10596791,0.08809975,0.15558085,0.19196996,0.16395122
H,"iDR3.HYDRA-0094.045164",165.40928689230049,-34.94516761917783,3.5912535,912,2.4304984,12.0,6,14.660464,14.1852045,14.033108,13.620098,13.512846,13.304022,13.125582,13.024597,13.006303,20.71708,12.820085,20.36346,0.0031065806,0.003451557,0.004492074,0.0032751537,0.003178898,0.0012114744,0.002106422,9.072784E-4,0.0010293007,0.1168925,0.0014398841,0.14245105
H,"iDR3.HYDRA-0149.119352",159.4709267970888,-43.86007773288828,4.5635595,64,4.198497,12.0,2,21.328217,21.20103,20.650398,19.904308,20.448523,19.044762,18.746613,18.714005,17.662525,19.371456,18.036606,19.295048,0.27301005,0.28760648,0.27417496,0.13561194,0.20203571,0.031457644,0.04753986,0.02014533,0.0133410925,0.044079885,0.034026396,0.0834819
S,"iDR3.SPLUS-s17s23.018737",317.2065219317209,-21.944508345114297,4.3877316,329,4.6247354,12.0,3,18.630041,18.188107,18.134895,17.633755,17.552954,17.312767,17.109627,17.507875,16.862028,18.490719,16.685072,19.62238,0.022855585,0.02710144,0.041340724,0.027028248,0.024195086,0.008819087,0.015302724,0.008502476,0.0069651795,0.017842587,0.010449023,0.07094498
H,"iDR3.HYDRA-0134.074408",159.39841191849118,-41.4592817859141,5.7095876,306,5.625958,12.0,3,18.486431,17.750593,18.22027,18.270298,18.23393,18.09143,17.36932,17.972614,16.478287,18.384827,18.430817,18.196108,0.029698927,0.026177322,0.05645432,0.058554113,0.055533286,0.020992292,0.02294479,0.015705913,0.006464447,0.022852762,0.03979091,0.026547192
S,"iDR3.STRIPE82-0036.000602",24.11961493287005,0.026195752546741502,6.4139194,452,3.5415509,12.0,2,15.612125,16.004246,15.030799,14.977552,14.864709,15.469297,14.357537,15.311876,14.188355,16.18441,13.473392,16.176231,0.0057027596,0.009827119,0.008990055,0.009159838,0.006173962,0.003505769,0.004285116,0.0031670944,0.002204185,0.006255043,0.0025974126,0.008544265
S,"iDR3.SPLUS-s24s53.000002",321.5625805797768,-31.615376365575624,4.109275,32,3.7941556,12.0,0,19.36529,18.848671,20.934147,20.166851,20.331638,18.307846,21.491726,18.575249,17.494518,19.892654,17.295109,17.543594,0.03644721,0.040210787,0.31236273,0.14866713,0.16792366,0.014097828,0.35052258,0.016205586,0.00949869,0.06730906,0.018327141,0.021302808
H,"iDR3.HYDRA-D-0001.030071",157.4131079789567,-35.043837246965616,4.674772,3911,1.9295652,12.0,6,15.768936,16.051317,15.032371,14.210326,13.710236,17.462849,12.83448,11.817741,11.591657,18.794827,11.142713,11.180037,0.0026110674,0.0043238853,0.0037377838,0.0022345826,0.0017078596,0.0047547626,9.7097823E-4,2.8556713E-4,3.0564592E-4,0.012830135,3.6915878E-4,2.7143367E-4
S,"iDR3.SPLUS-n12s27.041703",187.152690295965,-14.574987744714058,2.9084368,7,2.4010422,11.0,0,21.031769,21.059402,99.0,21.203798,21.251333,21.3009,20.479286,20.473948,19.538952,20.81075,19.787567,20.185406,0.23567969,0.36875606,20.87849,0.6794508,0.7083042,0.29804754,0.27769935,0.11569599,0.060702328,0.18183206,0.1662318,0.16760048
S,"iDR3.SPLUS-n10s38.064523",201.4528190508685,-11.610542402646047,3.4219198,85,4.1361403,12.0,2,18.820017,18.56371,18.28887,18.80861,18.41986,17.733265,18.100933,18.122738,16.192226,18.949883,19.057407,18.782684,0.028036794,0.035016116,0.041229717,0.05528257,0.0399621,0.01007335,0.025458243,0.011603566,0.004485055,0.025679298,0.06058226,0.037690938
H,"iDR3.HYDRA-D-0004.003138",157.0753827774953,-36.691805709090175,3.9487412,117,3.1662457,12.0,3,14.643106,14.006876,13.721651,13.405659,13.465929,14.036486,13.237764,16.236221,15.110349,18.111818,12.92803,15.202965,0.0020085853,0.002084645,0.002543648,0.0018954405,0.0018315163,0.0011054217,0.0014457242,0.0028980705,0.0021026637,0.011082541,0.0010651937,0.002520196
S,"iDR3.STRIPE82-0121.000445",324.53663582536615,-1.3736253157838896,4.4558873,47,1.82,12.0,0,19.819492,19.484516,22.616436,18.653763,19.000536,19.631298,18.3093,18.067465,17.581072,18.854132,18.951984,18.005817,0.06959713,0.05746006,2.359888,0.061036777,0.07354672,0.035748806,0.030725084,0.014867658,0.009990679,0.027148135,0.061412066,0.023641564
H,"iDR3.HYDRA-0046.035084",161.62048671080032,-28.15520843981378,2.4295864,369,0.0,12.0,3,19.803055,19.595974,18.890938,17.97895,17.6876,17.164537,17.0275,16.60566,16.308926,18.1932,16.070477,16.05619,0.06574281,0.06999091,0.066837214,0.032856368,0.024929946,0.007943314,0.014134745,0.005012879,0.004879362,0.01289955,0.006838807,0.0049478686
S,"iDR3.SPLUS-n02s24.008833",182.74331562989954,-1.8524462527304242,3.7607121,19,4.335831,11.0,0,99.0,21.789545,20.824131,20.697662,20.699139,21.565228,20.064598,19.331692,18.7905,19.840456,18.2606,21.275394,22.250555,0.5205738,0.34312367,0.2790727,0.27299762,0.19653158,0.12160333,0.029565137,0.021939812,0.06001225,0.03461152,0.40816674
H,"iDR3.HYDRA-0141.025732",158.8065775802616,-43.61225611492889,3.6599813,61,3.1585083,12.0,3,19.17453,19.032345,18.87463,18.182396,18.0399,18.025131,17.402857,17.547283,16.81459,18.173807,16.655575,20.7341,0.041378476,0.053797502,0.07278658,0.03978453,0.03565094,0.013501019,0.017984869,0.00853052,0.006964881,0.015083005,0.011386188,0.229275
H,"iDR3.HYDRA-0142.100845",160.71061072765804,-42.831132384496996,2.0002108,13,3.1339953,12.0,0,21.30085,20.73452,20.587982,20.11837,20.026348,19.818634,19.592772,19.56293,19.12912,20.553814,18.995434,20.611088,0.17717628,0.16188721,0.22667691,0.13469994,0.12082315,0.03700756,0.06686115,0.030183274,0.027429221,0.10831108,0.06465638,0.23110826
S,"iDR3.STRIPE82-0020.047343",12.14637949210302,1.0509885693606407,4.7916894,25,6.084775,12.0,0,22.048485,21.030216,20.82661,20.846016,21.166367,20.794943,20.859203,20.257011,19.688423,20.974485,19.85802,20.19261,0.53338987,0.2678235,0.2631727,0.24592467,0.2935507,0.077785455,0.17882143,0.052772146,0.037016656,0.1228417,0.10457619,0.11231293
H,"iDR3.HYDRA-0099.028003",159.1180503599658,-36.59876282039385,6.022701,47,2.9402587,12.0,2,20.143291,19.865772,20.05941,19.250973,19.086637,18.800846,18.500206,19.18472,18.265059,20.171783,18.076986,19.99459,0.06442391,0.07921816,0.14333904,0.06938112,0.061803706,0.019885411,0.034594566,0.025916982,0.015310154,0.07315766,0.026241379,0.11465734
H,"iDR3.HYDRA-0137.152409",150.04403590717658,-42.47967038356912,5.7388077,366,4.4799767,12.0,3,20.31552,20.626156,19.377989,18.493809,18.204138,18.70848,17.681015,17.64228,17.116955,18.257292,16.931952,16.483961,0.14078273,0.25491923,0.13603215,0.05616629,0.042789176,0.02445417,0.0242321,0.009897276,0.008531664,0.017496554,0.013227701,0.0072553735
S,"iDR3.SPLUS-n13s07.001405",158.52840956441412,-16.892213111608424,5.563071,26,5.129058,12.0,0,20.852482,20.742607,20.633472,20.73455,20.528992,20.451622,21.054575,19.995829,18.375883,20.441904,19.188843,19.689693,0.16577879,0.23610012,0.3336101,0.3141861,0.25443283,0.07307965,0.2916667,0.044977866,0.016885957,0.095519274,0.07345428,0.10386102
S,"iDR3.SPLUS-n13s07.000228",159.3341417353601,-16.925025206677073,3.0042965,21,3.3424332,12.0,0,20.460892,20.13197,20.126713,19.559475,19.63557,19.387943,19.28479,19.391693,18.930143,20.216934,18.86803,19.162529,0.11939992,0.14103119,0.21586685,0.115490235,0.11918131,0.032204624,0.06673328,0.028175622,0.024312077,0.077836104,0.055822503,0.06494245
H,"iDR3.HYDRA-0093.031829",161.91055073565602,-35.210061468610334,1.8495064,93,3.083991,11.0,2,20.284046,22.251083,20.059729,19.214764,18.619312,99.0,17.728378,16.586792,16.457243,19.761528,15.972355,15.87751,0.090257436,0.8655043,0.2025087,0.088277236,0.052047595,22.534956,0.02200377,0.0047186688,0.0053738565,0.04924065,0.0068011503,0.0045883968
H,"iDR3.HYDRA-0149.118794",159.13859477095005,-43.862139008850626,5.898623,46,3.8651989,11.0,2,99.0,22.198523,21.07106,20.517056,20.45621,18.541393,18.45958,18.667149,17.5307,19.396503,17.976631,19.082197,21.899788,0.7005829,0.39754134,0.227937,0.20460498,0.02233741,0.03907758,0.019551272,0.012298244,0.045215268,0.032557104,0.069463395
H,"iDR3.HYDRA-0012.062510",153.0624222380839,-23.254182223611593,6.0643115,25,2.1154742,11.0,0,22.216557,22.514017,99.0,20.500637,20.203526,19.397251,19.473503,19.928417,17.932648,20.69402,17.032461,21.804726,0.32602993,0.66584015,21.52989,0.16531563,0.12594712,0.025216434,0.055853173,0.035193704,0.01113906,0.09433441,0.011953531,0.49883443
S,"iDR3.SPLUS-s29s34.057247",56.393779746262815,-37.11760710785724,4.098396,16,3.6667256,12.0,0,21.853775,21.444775,20.920359,21.719997,21.28043,21.305637,20.846947,20.549366,19.58898,20.969345,20.191557,20.396683,0.27378875,0.32602766,0.34278008,0.650498,0.4316104,0.12526265,0.21084508,0.064716525,0.036331613,0.119386226,0.15741064,0.13650364
H,"iDR3.HYDRA-0139.098077",154.93781480403348,-42.757680781101506,6.222791,99,3.7542114,12.0,2,19.245052,19.009016,19.002007,18.35651,18.13906,17.906912,17.52199,17.529655,17.098663,18.221992,16.928753,19.1638,0.043802857,0.054331977,0.073961146,0.04076366,0.036623057,0.013509965,0.021514473,0.009605613,0.0089273825,0.01767083,0.014471102,0.06683353
S,"iDR3.STRIPE82-0013.035932",7.916972348060869,-0.5040753808569185,1.0417719,6,1.82,7.0,0,23.463453,99.0,16.643526,14.316198,99.0,17.521564,99.0,17.785933,16.987886,20.462032,99.0,99.0,1.4299664,21.718126,0.014345683,0.0037390683,21.528463,0.0078026606,21.510971,0.009286492,0.0072250953,0.09541698,21.131868,21.506018
H,"iDR3.HYDRA-0156.006641",159.87675494493786,-46.564657537072684,6.37534,24,4.302822,12.0,3,19.762592,20.291761,19.389881,18.972557,18.78029,19.389116,18.147636,19.084301,17.831966,20.373142,17.62704,23.854786,0.14673638,0.30617395,0.18353643,0.1383554,0.105082124,0.06919814,0.046354093,0.038968667,0.015888078,0.1306362,0.023812681,5.036259
